ID,JSON Key,Content Group,Context,Canonical Unit,English Source,Current Kannada,Claude Suggested Kannada,Reviewer Corrected Kannada,Status,Issue Types,Do Not Translate,Official Facts,Reviewer Notes,Source File,Source Line/Location
243,placements_and_training.additional_details.objectives[2],Placements & Training,Display paragraph,,3. Build strong industry-institution partnerships for internships and campus placements [cite: 410],3. ಇಂಟರ್ನ್‌ಶಿಪ್ ಮತ್ತು ಕ್ಯಾಂಪಸ್ ಪ್ಲೇಸ್‌ಮೆಂಟ್‌ಗಳಿಗೆ ಬಲವಾದ ಉದ್ಯಮ-ಸಂಸ್ಥೆ ಪಾಲುದಾರಿಕೆಯನ್ನು ಕಟ್ಟುವುದು,3. ಇಂಟರ್ನ್‌ಶಿಪ್ ಮತ್ತು ಕ್ಯಾಂಪಸ್ ಪ್ಲೇಸ್‌ಮೆಂಟ್‌ಗಳಿಗೆ ಬಲವಾದ ಉದ್ಯಮ-ಸಂಸ್ಥೆ ಪಾಲುದಾರಿಕೆಯನ್ನು ಕಟ್ಟುವುದು,,Needs Native Review,Citation markers in English source; Possibly missing terminal punctuation,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:455 kn:241 | placements_and_training.additional_details.objectives[2]
244,placements_and_training.additional_details.training_programs[0],Placements & Training,Display paragraph,,1. Aptitude & Logical Reasoning Training [cite: 413],1. ಯೋಗ್ಯತೆ ಮತ್ತು ತಾರ್ಕಿಕ ತರ್ಕ ತರಬೇತಿ,1. ಯೋಗ್ಯತೆ ಮತ್ತು ತಾರ್ಕಿಕ ತರ್ಕ ತರಬೇತಿ,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:456 kn:242 | placements_and_training.additional_details.training_programs[0]
245,placements_and_training.additional_details.training_programs[1],Placements & Training,Display paragraph,,2. Weekly Mock Aptitude & Technical Assessments [cite: 414],2. ವಾರದ ಮಾಕ್ ಯೋಗ್ಯತೆ ಮತ್ತು ತಾಂತ್ರಿಕ ಮೌಲ್ಯಮಾಪನಗಳು,2. ವಾರದ ಮಾಕ್ ಯೋಗ್ಯತೆ ಮತ್ತು ತಾಂತ್ರಿಕ ಮೌಲ್ಯಮಾಪನಗಳು,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:456 kn:242 | placements_and_training.additional_details.training_programs[1]
246,placements_and_training.additional_details.training_programs[2],Placements & Training,Display paragraph,,3. Soft Skills & Communication Skills [cite: 415],3. ಮೃದು ಕೌಶಲ್ಯಗಳು ಮತ್ತು ಸಂವಹನ ಕೌಶಲ್ಯಗಳು,3. ಮೃದು ಕೌಶಲ್ಯಗಳು ಮತ್ತು ಸಂವಹನ ಕೌಶಲ್ಯಗಳು,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:456 kn:242 | placements_and_training.additional_details.training_programs[2]
247,placements_and_training.additional_details.training_programs[3],Placements & Training,Display paragraph,,"4. Technical Skill Development Workshops (Core, IT, Emerging Technologies) [cite: 416]","4. ತಾಂತ್ರಿಕ ಕೌಶಲ್ಯ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಾಗಾರಗಳು (ಕೋರ್, ಐಟಿ, ಉದಯೋನ್ಮುಖ ತಂತ್ರಜ್ಞಾನಗಳು)","4. ತಾಂತ್ರಿಕ ಕೌಶಲ್ಯ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಾಗಾರಗಳು (ಕೋರ್, ಐಟಿ, ಉದಯೋನ್ಮುಖ ತಂತ್ರಜ್ಞಾನಗಳು)",,Needs Native Review,Citation markers in English source; Possibly missing terminal punctuation,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:456 kn:242 | placements_and_training.additional_details.training_programs[3]
248,placements_and_training.additional_details.training_programs[4],Placements & Training,Display paragraph,,5. Mock Interviews & Group Discussions [cite: 417],5. ಮಾಕ್ ಸಂದರ್ಶನಗಳು ಮತ್ತು ಗುಂಪು ಚರ್ಚೆಗಳು,5. ಮಾಕ್ ಸಂದರ್ಶನಗಳು ಮತ್ತು ಗುಂಪು ಚರ್ಚೆಗಳು,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:456 kn:242 | placements_and_training.additional_details.training_programs[4]
249,campus_units.hostel.girls.overview.title,Campus Units (Sample),Heading,hostel.girls.overview,Girls hostel — overview,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಅವಲೋಕನ,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಅವಲೋಕನ,,Needs Native Review,,,,,kn.json / en.json,en:475 kn:475 | campus_units.hostel.girls.overview.title
250,campus_units.hostel.girls.overview.body,Campus Units (Sample),Display paragraph,hostel.girls.overview,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. general facilities and daily life.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಸಾಮಾನ್ಯ ಸೌಲಭ್ಯಗಳು ಮತ್ತು ದೈನಂದಿನ ಜೀವನ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಸಾಮಾನ್ಯ ಸೌಲಭ್ಯಗಳು ಮತ್ತು ದೈನಂದಿನ ಜೀವನ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.overview.body
251,campus_units.hostel.girls.overview.tts_summary,Campus Units (Sample),Narration paragraph,hostel.girls.overview,Girls hostel — overview currently has only sample information about general facilities and daily life. Official details are not confirmed yet.,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಅವಲೋಕನ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಸಾಮಾನ್ಯ ಸೌಲಭ್ಯಗಳು ಮತ್ತು ದೈನಂದಿನ ಜೀವನ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಅವಲೋಕನ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಸಾಮಾನ್ಯ ಸೌಲಭ್ಯಗಳು ಮತ್ತು ದೈನಂದಿನ ಜೀವನ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Needs Native Review,,,,,kn.json / en.json,en:477 kn:477 | campus_units.hostel.girls.overview.tts_summary
252,campus_units.hostel.girls.overview.points[0],Campus Units (Sample),List item,hostel.girls.overview,general facilities and daily life — SAMPLE_REPLACE_WITH_OFFICIAL,ಸಾಮಾನ್ಯ ಸೌಲಭ್ಯಗಳು ಮತ್ತು ದೈನಂದಿನ ಜೀವನ — SAMPLE_REPLACE_WITH_OFFICIAL,ಸಾಮಾನ್ಯ ಸೌಲಭ್ಯಗಳು ಮತ್ತು ದೈನಂದಿನ ಜೀವನ — SAMPLE_REPLACE_WITH_OFFICIAL,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:479 kn:479 | campus_units.hostel.girls.overview.points[0]
253,campus_units.hostel.girls.overview.points[1],Campus Units (Sample),List item,hostel.girls.overview,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.overview.points[1]
254,campus_units.hostel.girls.rooms.title,Campus Units (Sample),Heading,hostel.girls.rooms,Girls hostel — rooms,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಕೊಠಡಿಗಳು,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಕೊಠಡಿಗಳು,,Needs Native Review,,,,,kn.json / en.json,en:485 kn:485 | campus_units.hostel.girls.rooms.title
255,campus_units.hostel.girls.rooms.body,Campus Units (Sample),Display paragraph,hostel.girls.rooms,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. room type, occupancy, and furnishings.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಕೊಠಡಿ ಪ್ರಕಾರ, ವಾಸಿಗಳ ಸಂಖ್ಯೆ ಮತ್ತು ಸಾಮಗ್ರಿ.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಕೊಠಡಿ ಪ್ರಕಾರ, ವಾಸಿಗಳ ಸಂಖ್ಯೆ ಮತ್ತು ಸಾಮಗ್ರಿ.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.rooms.body
256,campus_units.hostel.girls.rooms.tts_summary,Campus Units (Sample),Narration paragraph,hostel.girls.rooms,"Girls hostel — rooms currently has only sample information about room type, occupancy, and furnishings. Official details are not confirmed yet.","ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಕೊಠಡಿಗಳು ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಕೊಠಡಿ ಪ್ರಕಾರ, ವಾಸಿಗಳ ಸಂಖ್ಯೆ ಮತ್ತು ಸಾಮಗ್ರಿ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಕೊಠಡಿಗಳು ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಕೊಠಡಿ ಪ್ರಕಾರ, ವಾಸಿಗಳ ಸಂಖ್ಯೆ ಮತ್ತು ಸಾಮಗ್ರಿ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:487 kn:487 | campus_units.hostel.girls.rooms.tts_summary
257,campus_units.hostel.girls.rooms.points[0],Campus Units (Sample),List item,hostel.girls.rooms,"room type, occupancy, and furnishings — SAMPLE_REPLACE_WITH_OFFICIAL","ಕೊಠಡಿ ಪ್ರಕಾರ, ವಾಸಿಗಳ ಸಂಖ್ಯೆ ಮತ್ತು ಸಾಮಗ್ರಿ — SAMPLE_REPLACE_WITH_OFFICIAL","ಕೊಠಡಿ ಪ್ರಕಾರ, ವಾಸಿಗಳ ಸಂಖ್ಯೆ ಮತ್ತು ಸಾಮಗ್ರಿ — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:489 kn:486 | campus_units.hostel.girls.rooms.points[0]
258,campus_units.hostel.girls.rooms.points[1],Campus Units (Sample),List item,hostel.girls.rooms,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.rooms.points[1]
259,campus_units.hostel.girls.timings.title,Campus Units (Sample),Heading,hostel.girls.timings,Girls hostel — entry and exit timings,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಪ್ರವೇಶ ಮತ್ತು ನಿರ್ಗಮನ ಸಮಯ,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಪ್ರವೇಶ ಮತ್ತು ನಿರ್ಗಮನ ಸಮಯ,,Needs Native Review,,,,,kn.json / en.json,en:495 kn:495 | campus_units.hostel.girls.timings.title
260,campus_units.hostel.girls.timings.body,Campus Units (Sample),Display paragraph,hostel.girls.timings,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. entry, exit, and in-campus hours.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಪ್ರವೇಶ, ನಿರ್ಗಮನ ಮತ್ತು ಆವರಣದ ಸಮಯ.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಪ್ರವೇಶ, ನಿರ್ಗಮನ ಮತ್ತು ಆವರಣದ ಸಮಯ.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.timings.body
261,campus_units.hostel.girls.timings.tts_summary,Campus Units (Sample),Narration paragraph,hostel.girls.timings,"Girls hostel — entry and exit timings currently has only sample information about entry, exit, and in-campus hours. Official details are not confirmed yet.","ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಪ್ರವೇಶ ಮತ್ತು ನಿರ್ಗಮನ ಸಮಯ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಪ್ರವೇಶ, ನಿರ್ಗಮನ ಮತ್ತು ಆವರಣದ ಸಮಯ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಪ್ರವೇಶ ಮತ್ತು ನಿರ್ಗಮನ ಸಮಯ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಪ್ರವೇಶ, ನಿರ್ಗಮನ ಮತ್ತು ಆವರಣದ ಸಮಯ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:497 kn:495 | campus_units.hostel.girls.timings.tts_summary
262,campus_units.hostel.girls.timings.points[0],Campus Units (Sample),List item,hostel.girls.timings,"entry, exit, and in-campus hours — SAMPLE_REPLACE_WITH_OFFICIAL","ಪ್ರವೇಶ, ನಿರ್ಗಮನ ಮತ್ತು ಆವರಣದ ಸಮಯ — SAMPLE_REPLACE_WITH_OFFICIAL","ಪ್ರವೇಶ, ನಿರ್ಗಮನ ಮತ್ತು ಆವರಣದ ಸಮಯ — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:499 kn:499 | campus_units.hostel.girls.timings.points[0]
263,campus_units.hostel.girls.timings.points[1],Campus Units (Sample),List item,hostel.girls.timings,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.timings.points[1]
264,campus_units.hostel.girls.food.title,Campus Units (Sample),Heading,hostel.girls.food,Girls hostel — food,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಆಹಾರ,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಆಹಾರ,,Needs Native Review,,,,,kn.json / en.json,en:505 kn:505 | campus_units.hostel.girls.food.title
265,campus_units.hostel.girls.food.body,Campus Units (Sample),Display paragraph,hostel.girls.food,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. mess food quality, freshness, and hygiene.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಮೆಸ್ ಆಹಾರದ ಗುಣಮಟ್ಟ, ತಾಜಾತನ ಮತ್ತು ನೈರ್ಮಲ್ಯ.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಮೆಸ್ ಆಹಾರದ ಗುಣಮಟ್ಟ, ತಾಜಾತನ ಮತ್ತು ನೈರ್ಮಲ್ಯ.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.food.body
266,campus_units.hostel.girls.food.tts_summary,Campus Units (Sample),Narration paragraph,hostel.girls.food,"Girls hostel — food currently has only sample information about mess food quality, freshness, and hygiene. Official details are not confirmed yet.","ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಆಹಾರ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಮೆಸ್ ಆಹಾರದ ಗುಣಮಟ್ಟ, ತಾಜಾತನ ಮತ್ತು ನೈರ್ಮಲ್ಯ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಆಹಾರ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಮೆಸ್ ಆಹಾರದ ಗುಣಮಟ್ಟ, ತಾಜಾತನ ಮತ್ತು ನೈರ್ಮಲ್ಯ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:507 kn:507 | campus_units.hostel.girls.food.tts_summary
267,campus_units.hostel.girls.food.points[0],Campus Units (Sample),List item,hostel.girls.food,"mess food quality, freshness, and hygiene — SAMPLE_REPLACE_WITH_OFFICIAL","ಮೆಸ್ ಆಹಾರದ ಗುಣಮಟ್ಟ, ತಾಜಾತನ ಮತ್ತು ನೈರ್ಮಲ್ಯ — SAMPLE_REPLACE_WITH_OFFICIAL","ಮೆಸ್ ಆಹಾರದ ಗುಣಮಟ್ಟ, ತಾಜಾತನ ಮತ್ತು ನೈರ್ಮಲ್ಯ — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:506 kn:506 | campus_units.hostel.girls.food.points[0]
268,campus_units.hostel.girls.food.points[1],Campus Units (Sample),List item,hostel.girls.food,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.food.points[1]
269,campus_units.hostel.girls.safety.title,Campus Units (Sample),Heading,hostel.girls.safety,Girls hostel — safety,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಭದ್ರತೆ,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಭದ್ರತೆ,,Needs Native Review,,,,,kn.json / en.json,en:515 kn:515 | campus_units.hostel.girls.safety.title
270,campus_units.hostel.girls.safety.body,Campus Units (Sample),Display paragraph,hostel.girls.safety,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. secure entry, supervision, and anti-ragging policy.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಸುರಕ್ಷಿತ ಪ್ರವೇಶ, ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ರ್ಯಾಗಿಂಗ್ ನಿಷೇಧ.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಸುರಕ್ಷಿತ ಪ್ರವೇಶ, ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ರ್ಯಾಗಿಂಗ್ ನಿಷೇಧ.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.safety.body
271,campus_units.hostel.girls.safety.tts_summary,Campus Units (Sample),Narration paragraph,hostel.girls.safety,"Girls hostel — safety currently has only sample information about secure entry, supervision, and anti-ragging policy. Official details are not confirmed yet.","ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಭದ್ರತೆ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಸುರಕ್ಷಿತ ಪ್ರವೇಶ, ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ರ್ಯಾಗಿಂಗ್ ನಿಷೇಧ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಭದ್ರತೆ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಸುರಕ್ಷಿತ ಪ್ರವೇಶ, ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ರ್ಯಾಗಿಂಗ್ ನಿಷೇಧ. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:517 kn:517 | campus_units.hostel.girls.safety.tts_summary
272,campus_units.hostel.girls.safety.points[0],Campus Units (Sample),List item,hostel.girls.safety,"secure entry, supervision, and anti-ragging policy — SAMPLE_REPLACE_WITH_OFFICIAL","ಸುರಕ್ಷಿತ ಪ್ರವೇಶ, ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ರ್ಯಾಗಿಂಗ್ ನಿಷೇಧ — SAMPLE_REPLACE_WITH_OFFICIAL","ಸುರಕ್ಷಿತ ಪ್ರವೇಶ, ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ರ್ಯಾಗಿಂಗ್ ನಿಷೇಧ — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:516 kn:516 | campus_units.hostel.girls.safety.points[0]
273,campus_units.hostel.girls.safety.points[1],Campus Units (Sample),List item,hostel.girls.safety,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.hostel.girls.safety.points[1]
274,campus_units.hostel.girls.activities.title,Campus Units (Sample),Heading,hostel.girls.activities,Girls hostel — activities,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಚಟುವಟಿಕೆಗಳು,ಹುಡುಗಿಯರ ಹಾಸ್ಟೆಲ್ — ಚಟುವಟಿಕೆಗಳು,,Needs Native Review,,,,,kn.json / en.json,en:525 kn:525 | campus_units.hostel.girls.activities.title
